Region,Year,Month,Day,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
Southern,2019,1,18,673.85,551.62,60.3,69.27
Eastern,2019,1,18,498.04,483.14,22.84,29.69
NorthEastern,2019,1,18,31.73,37.06,9.4,6.68
Northern,2019,1,19,665.62,679.01,96.87,106.0
Western,2019,1,19,"1,245.29","1,239.78",36.29,23.5
Southern,2019,1,19,673.85,550.08,60.3,69.67
Eastern,2019,1,19,498.04,487.86,22.84,26.83
NorthEastern,2019,1,19,31.73,38.10,9.4,6.79
Northern,2019,1,20,664.76,622.93,96.87,97.46
Western,2019,1,20,"1,246.58","1,222.36",36.29,19.69
Southern,2019,1,20,673.85,526.30,60.3,57.13
Eastern,2019,1,20,498.35,483.75,22.84,22.58
NorthEastern,2019,1,20,31.73,38.35,9.4,6.52
Northern,2019,1,21,664.76,595.48,96.87,111.56
Western,2019,1,21,"1,246.58","1,214.78",36.29,21.67
Southern,2019,1,21,673.85,547.39,60.3,69.83
Eastern,2019,1,21,498.35,465.54,22.84,28.18
NorthEastern,2019,1,21,31.73,38.08,9.4,6.5
Northern,2019,1,22,665.62,541.60,96.87,106.25
Western,2019,1,22,"1,246.58","1,208.61",36.29,26.18
Southern,2019,1,22,673.85,582.43,60.3,74.74
Eastern,2019,1,22,498.35,459.56,22.84,33.64
NorthEastern,2019,1,22,31.73,37.62,9.4,6.72
Northern,2019,1,23,674.00,597.22,96.87,113.36
Western,2019,1,23,"1,246.58","1,253.47",36.29,25.24
Southern,2019,1,23,673.85,588.47,60.3,76.7
Eastern,2019,1,23,498.35,484.63,22.84,27.89
NorthEastern,2019,1,23,31.73,37.17,9.4,6.39
Northern,2019,1,24,667.72,601.30,96.87,107.31
Western,2019,1,24,"1,241.15","1,208.55",36.29,26.22
Southern,2019,1,24,673.85,593.72,60.3,76.25
Eastern,2019,1,24,498.35,479.58,22.84,25.22
NorthEastern,2019,1,24,31.73,35.54,9.4,7.18
Northern,2019,1,25,665.30,597.26,96.87,110.1
Western,2019,1,25,"1,241.15","1,171.95",36.29,22.45
Southern,2019,1,25,673.85,608.14,60.3,78.73
Eastern,2019,1,25,498.35,480.53,22.84,23.34
NorthEastern,2019,1,25,31.73,34.96,9.4,6.97
Northern,2019,1,26,667.97,552.35,96.87,110.35
Western,2019,1,26,"1,241.15","1,097.74",36.29,19.43
Southern,2019,1,26,673.85,550.79,60.3,62.91
Eastern,2019,1,26,498.35,462.69,22.84,24.55
NorthEastern,2019,1,26,31.73,34.21,9.4,6.99
Northern,2019,1,27,667.97,556.87,96.87,114.11
Western,2019,1,27,"1,241.30","1,101.97",36.29,20.63
Southern,2019,1,27,673.85,524.69,60.3,60.64
Eastern,2019,1,27,498.35,464.81,22.84,20.32
NorthEastern,2019,1,27,31.73,35.06,9.4,6.36
Northern,2019,1,28,667.97,608.25,96.87,118.39
Western,2019,1,28,"1,231.74","1,156.07",36.29,23.47
Southern,2019,1,28,673.85,529.60,60.3,71.6
Eastern,2019,1,28,498.35,480.30,22.84,27.0
NorthEastern,2019,1,28,31.73,35.89,9.4,6.75
Northern,2019,1,29,667.97,624.24,96.87,115.82
Western,2019,1,29,"1,231.74","1,187.43",36.29,26.03
Southern,2019,1,29,673.85,532.54,60.3,65.36
Eastern,2019,1,29,498.35,495.92,22.84,25.32
NorthEastern,2019,1,29,31.73,35.27,9.4,6.5
Northern,2019,1,30,665.49,626.86,96.87,115.84
Western,2019,1,30,"1,231.57","1,217.85",36.29,25.27
Southern,2019,1,30,673.85,543.42,60.3,63.05
Eastern,2019,1,30,498.35,509.53,22.84,25.22
NorthEastern,2019,1,30,31.73,33.23,9.4,6.55
Northern,2019,1,31,683.32,617.19,96.87,117.93
Western,2019,1,31,"1,231.57","1,223.22",36.29,25.84
Southern,2019,1,31,678.25,551.56,60.3,67.52
Eastern,2019,1,31,498.35,503.77,22.84,24.45
NorthEastern,2019,1,31,31.73,36.06,9.4,6.36
Northern,2019,2,1,659.86,587.28,105.09,115.85
Western,2019,2,1,"1,213.57","1,187.13",35.58,25.13
Southern,2019,2,1,682.45,549.45,66.95,72.84
Eastern,2019,2,1,497.42,497.29,24.0,25.22
NorthEastern,2019,2,1,31.81,37.11,8.62,5.92
Northern,2019,2,2,659.86,608.30,105.09,111.02
Western,2019,2,2,"1,213.57","1,178.78",35.58,24.92
Southern,2019,2,2,682.45,547.06,66.95,72.2
Eastern,2019,2,2,497.42,495.15,24.0,24.73
NorthEastern,2019,2,2,31.81,36.38,8.62,5.11
Northern,2019,2,3,659.86,582.52,105.09,113.79
Western,2019,2,3,"1,213.55","1,158.79",35.58,23.83
Southern,2019,2,3,682.45,518.60,66.95,55.52
Eastern,2019,2,3,497.42,479.44,24.0,24.24
NorthEastern,2019,2,3,31.81,36.09,8.62,4.74
Northern,2019,2,4,659.86,597.26,105.09,111.46
Western,2019,2,4,"1,213.55","1,196.93",35.58,26.44
Southern,2019,2,4,682.45,537.35,66.95,67.96
Eastern,2019,2,4,497.42,485.02,24.0,28.95
NorthEastern,2019,2,4,31.81,37.01,8.62,5.16
Northern,2019,2,5,659.86,618.47,105.09,107.45
Western,2019,2,5,"1,213.55","1,246.34",35.58,32.4
Southern,2019,2,5,682.45,562.39,66.95,78.89
Eastern,2019,2,5,497.42,504.31,24.0,26.82
NorthEastern,2019,2,5,31.81,35.84,8.62,4.92
Northern,2019,2,6,660.73,597.52,105.09,106.94
Western,2019,2,6,"1,215.94","1,235.30",35.58,28.56
Southern,2019,2,6,682.45,576.15,66.95,78.69
Eastern,2019,2,6,497.42,510.15,24.0,28.62
NorthEastern,2019,2,6,31.81,35.75,8.62,4.89
Northern,2019,2,7,663.23,522.48,105.09,112.09
Western,2019,2,7,"1,215.94","1,166.46",35.58,19.37
Southern,2019,2,7,682.45,595.09,66.95,76.62
Eastern,2019,2,7,497.42,505.99,24.0,23.24
NorthEastern,2019,2,7,31.81,34.98,8.62,4.83
Northern,2019,2,8,669.11,540.22,105.09,115.9
Western,2019,2,8,"1,215.94","1,213.64",35.58,21.46
Southern,2019,2,8,682.45,619.41,66.95,78.06
Eastern,2019,2,8,492.71,497.19,24.0,26.58
NorthEastern,2019,2,8,31.81,35.33,8.62,4.77
Northern,2019,2,9,658.98,573.50,105.09,117.69
Western,2019,2,9,"1,216.94","1,191.17",35.58,23.09
Southern,2019,2,9,682.45,611.73,66.95,64.9
Eastern,2019,2,9,492.71,489.36,24.0,25.94
NorthEastern,2019,2,9,31.81,34.19,8.62,4.33
Northern,2019,2,10,658.98,563.35,105.09,113.6
Western,2019,2,10,"1,216.94","1,162.43",35.58,22.75
Southern,2019,2,10,670.34,570.08,66.95,58.56
Eastern,2019,2,10,492.71,494.68,24.0,22.24
NorthEastern,2019,2,10,31.81,34.14,8.62,4.04
Northern,2019,2,11,655.48,564.01,105.09,115.68
Western,2019,2,11,"1,226.00","1,194.75",35.58,25.8
Southern,2019,2,11,670.34,557.23,66.95,59.67
Eastern,2019,2,11,497.10,503.71,24.0,24.83
NorthEastern,2019,2,11,31.81,30.45,8.62,3.83
Northern,2019,2,12,655.48,573.44,105.09,114.65
Western,2019,2,12,"1,226.00","1,220.53",35.58,25.06
Southern,2019,2,12,670.34,552.83,66.95,55.71
Eastern,2019,2,12,497.10,505.56,24.0,27.32
NorthEastern,2019,2,12,31.81,32.51,8.62,2.6
Northern,2019,2,13,656.17,583.48,105.09,121.78
Western,2019,2,13,"1,228.00","1,234.99",35.58,26.63
Southern,2019,2,13,670.34,567.80,66.95,61.97
Eastern,2019,2,13,497.10,511.57,24.0,25.18
NorthEastern,2019,2,13,31.81,36.62,8.62,2.73
Northern,2019,2,14,664.91,562.08,105.09,120.72
Western,2019,2,14,"1,228.00","1,231.37",35.58,27.73
Southern,2019,2,14,670.34,587.63,66.95,68.88
Eastern,2019,2,14,497.10,520.22,24.0,25.59
NorthEastern,2019,2,14,31.81,36.99,8.62,2.73
Northern,2019,2,15,664.91,560.88,105.09,131.88
Western,2019,2,15,"1,228.00","1,173.34",35.58,17.54
Southern,2019,2,15,670.34,616.31,66.95,86.09
Eastern,2019,2,15,497.10,508.54,24.0,27.04
NorthEastern,2019,2,15,31.81,37.58,8.62,2.45
Northern,2019,2,16,664.91,552.17,105.09,135.22
Western,2019,2,16,"1,228.00","1,177.73",35.58,15.19
Southern,2019,2,16,670.34,610.62,66.95,71.7
Eastern,2019,2,16,497.10,486.64,24.0,24.0
NorthEastern,2019,2,16,31.81,36.43,8.62,2.4
Northern,2019,2,17,664.91,521.90,105.09,137.91
Western,2019,2,17,"1,229.92","1,200.74",35.58,15.02
Southern,2019,2,17,670.34,608.85,66.95,53.45
Eastern,2019,2,17,497.10,459.92,24.0,22.8
NorthEastern,2019,2,17,31.81,34.79,8.62,3.0
Northern,2019,2,18,664.91,529.11,105.09,129.65
Western,2019,2,18,"1,232.19","1,207.08",35.58,23.98
Southern,2019,2,18,661.63,647.09,66.95,79.3
Eastern,2019,2,18,497.10,467.47,24.0,29.91
NorthEastern,2019,2,18,31.81,35.91,8.62,2.84
Northern,2019,2,19,664.91,548.52,105.09,123.97
Western,2019,2,19,"1,247.79","1,251.00",35.58,27.79
Southern,2019,2,19,661.63,656.33,66.95,83.59
Eastern,2019,2,19,497.10,489.08,24.0,29.88
NorthEastern,2019,2,19,31.81,37.01,8.62,3.08
Northern,2019,2,20,664.88,557.39,105.09,129.29
Western,2019,2,20,"1,244.58","1,267.89",35.58,23.59
Southern,2019,2,20,661.63,639.09,66.95,73.42
Eastern,2019,2,20,497.10,478.85,24.0,33.38
NorthEastern,2019,2,20,31.81,34.24,8.62,2.83
Northern,2019,2,21,665.92,534.44,105.09,152.6
Western,2019,2,21,"1,254.08","1,278.50",35.58,25.04
Southern,2019,2,21,661.63,621.51,66.95,76.44
Eastern,2019,2,21,504.35,489.90,24.0,30.12
NorthEastern,2019,2,21,31.81,37.05,8.62,2.42
Northern,2019,2,22,665.06,526.58,105.09,174.04
Western,2019,2,22,"1,254.08","1,273.50",35.58,34.39
Southern,2019,2,22,661.63,602.42,66.95,69.77
Eastern,2019,2,22,504.35,506.59,24.0,30.34
NorthEastern,2019,2,22,31.81,39.02,8.62,2.51
Northern,2019,2,23,665.06,532.44,105.09,165.21
Western,2019,2,23,"1,254.08","1,259.91",35.58,25.53
Southern,2019,2,23,661.63,594.20,66.95,70.96
Eastern,2019,2,23,504.35,511.51,24.0,29.04
NorthEastern,2019,2,23,31.81,38.42,8.62,2.58
Northern,2019,2,24,670.86,523.20,105.09,158.37
Western,2019,2,24,"1,254.08","1,227.41",35.58,19.19
Southern,2019,2,24,661.63,577.16,66.95,71.04
Eastern,2019,2,24,504.35,500.31,24.0,25.29
NorthEastern,2019,2,24,31.81,36.66,8.62,2.33
Northern,2019,2,25,670.86,536.52,105.09,150.38
Western,2019,2,25,"1,254.08","1,253.33",35.58,23.01
Southern,2019,2,25,661.63,621.28,66.95,80.07
Eastern,2019,2,25,504.35,482.66,24.0,25.77
NorthEastern,2019,2,25,31.81,37.50,8.62,2.67
Northern,2019,2,26,670.86,525.83,105.09,149.07
Western,2019,2,26,"1,264.41","1,244.56",35.58,22.72
Southern,2019,2,26,661.63,640.49,66.95,76.97
Eastern,2019,2,26,504.35,485.83,24.0,29.08
NorthEastern,2019,2,26,31.81,37.93,8.62,2.6
Northern,2019,2,27,670.86,506.96,105.09,142.55
Western,2019,2,27,"1,264.41","1,251.32",35.58,22.01
Southern,2019,2,27,661.63,659.53,66.95,73.21
Eastern,2019,2,27,504.35,473.70,24.0,28.08
NorthEastern,2019,2,27,31.81,37.38,8.62,2.43
Northern,2019,2,28,673.21,527.94,105.09,144.69
Western,2019,2,28,"1,269.41","1,277.59",35.58,21.02
Southern,2019,2,28,661.63,644.50,66.95,75.83
Eastern,2019,2,28,504.35,480.02,24.0,27.21
NorthEastern,2019,2,28,31.81,37.10,8.62,2.64
Northern,2019,3,1,668.42,553.92,121.72,142.81
Western,2019,3,1,"1,270.71","1,286.40",34.47,26.28
Southern,2019,3,1,657.97,670.79,73.41,73.05
Eastern,2019,3,1,504.47,464.87,29.22,26.8
NorthEastern,2019,3,1,31.70,37.45,9.21,2.88
Northern,2019,3,2,668.42,527.42,121.72,142.05
Western,2019,3,2,"1,270.71","1,271.02",34.47,26.49
Southern,2019,3,2,657.97,630.77,73.41,63.58
Eastern,2019,3,2,504.47,466.76,29.22,25.35
NorthEastern,2019,3,2,31.70,38.17,9.21,3.06
Northern,2019,3,3,668.42,465.57,121.72,136.91
Western,2019,3,3,"1,270.71","1,235.12",34.47,31.62
Southern,2019,3,3,657.97,629.83,73.41,59.19
Eastern,2019,3,3,504.47,475.35,29.22,25.05
NorthEastern,2019,3,3,31.70,37.30,9.21,3.78
Northern,2019,3,4,669.28,487.66,121.72,141.53
Western,2019,3,4,"1,270.71","1,249.82",34.47,35.43
Southern,2019,3,4,657.97,672.94,73.41,63.56
Eastern,2019,3,4,504.47,479.64,29.22,25.13
NorthEastern,2019,3,4,31.70,36.08,9.21,3.35
Northern,2019,3,5,669.28,502.11,121.72,140.05
Western,2019,3,5,"1,270.71","1,282.53",34.47,38.61
Southern,2019,3,5,657.97,673.52,73.41,58.3
Eastern,2019,3,5,504.47,492.45,29.22,29.79
NorthEastern,2019,3,5,31.70,37.14,9.21,3.83
Northern,2019,3,6,671.43,525.30,121.72,138.83
Western,2019,3,6,"1,270.71","1,289.83",34.47,39.21
Southern,2019,3,6,657.97,677.88,73.41,60.35
Eastern,2019,3,6,504.47,490.23,29.22,33.22
NorthEastern,2019,3,6,31.70,36.81,9.21,3.64
Northern,2019,3,7,668.95,553.11,121.72,139.14
Western,2019,3,7,"1,270.71","1,300.96",34.47,39.26
Southern,2019,3,7,657.97,681.83,73.41,70.05
Eastern,2019,3,7,504.47,502.32,29.22,30.57
NorthEastern,2019,3,7,31.70,31.51,9.21,3.33
Northern,2019,3,8,669.81,552.36,121.72,135.35
Western,2019,3,8,"1,270.71","1,297.64",34.47,38.76
Southern,2019,3,8,657.97,671.80,73.41,80.13
Eastern,2019,3,8,504.47,493.33,29.22,30.45
NorthEastern,2019,3,8,31.70,31.08,9.21,3.54
Northern,2019,3,9,669.81,553.17,121.72,135.11
Western,2019,3,9,"1,270.71","1,281.24",34.47,35.35
Southern,2019,3,9,657.97,670.04,73.41,78.66
Eastern,2019,3,9,504.47,501.30,29.22,35.73
NorthEastern,2019,3,9,31.70,28.92,9.21,3.85
Northern,2019,3,10,669.81,541.58,121.72,132.47
Western,2019,3,10,"1,270.71","1,272.54",34.47,29.16
Southern,2019,3,10,657.97,654.47,73.41,60.36
Eastern,2019,3,10,504.47,518.35,29.22,30.16
NorthEastern,2019,3,10,31.70,37.10,9.21,3.2
Northern,2019,3,11,669.81,555.94,121.72,137.15
Western,2019,3,11,"1,270.71","1,290.87",34.47,35.04
Southern,2019,3,11,666.68,674.99,73.41,70.63
Eastern,2019,3,11,504.47,538.01,29.22,36.34
NorthEastern,2019,3,11,31.70,38.97,9.21,3.18
Northern,2019,3,12,669.81,573.33,121.72,141.25
Western,2019,3,12,"1,270.71","1,301.76",34.47,30.94
Southern,2019,3,12,678.58,691.11,73.41,64.85
Eastern,2019,3,12,504.47,540.64,29.22,37.34
NorthEastern,2019,3,12,31.70,38.97,9.21,3.0
Northern,2019,3,13,665.93,581.45,121.72,139.67
Western,2019,3,13,"1,273.92","1,298.01",34.47,32.08
Southern,2019,3,13,678.58,683.79,73.41,69.52
Eastern,2019,3,13,504.47,535.98,29.22,37.1
NorthEastern,2019,3,13,31.70,37.75,9.21,3.58
Northern,2019,3,14,654.78,559.54,121.72,140.21
Western,2019,3,14,"1,273.92","1,288.95",34.47,32.69
Southern,2019,3,14,678.58,683.74,73.41,68.86
Eastern,2019,3,14,504.47,533.24,29.22,34.81
NorthEastern,2019,3,14,31.70,38.71,9.21,3.04
Northern,2019,3,15,654.91,549.26,121.72,145.29
Western,2019,3,15,"1,269.92","1,266.81",34.47,37.94
Southern,2019,3,15,678.58,674.22,73.41,67.98
Eastern,2019,3,15,504.47,505.18,29.22,39.61
NorthEastern,2019,3,15,31.70,37.69,9.21,3.43
Northern,2019,3,16,654.91,549.12,121.72,149.54
Western,2019,3,16,"1,267.32","1,275.73",34.47,23.38
Southern,2019,3,16,678.58,660.26,73.41,66.29
Eastern,2019,3,16,508.97,504.24,29.22,38.02
NorthEastern,2019,3,16,31.70,36.52,9.21,3.32
Northern,2019,3,17,654.91,535.90,121.72,138.01
Western,2019,3,17,"1,267.32","1,263.19",34.47,21.05
Southern,2019,3,17,678.58,649.84,73.41,56.39
Eastern,2019,3,17,508.97,477.01,29.22,32.7
NorthEastern,2019,3,17,31.70,37.07,9.21,3.1
Northern,2019,3,18,660.12,576.89,121.72,139.35
Western,2019,3,18,"1,267.32","1,295.64",34.47,38.45
Southern,2019,3,18,678.58,674.26,73.41,77.85
Eastern,2019,3,18,508.97,491.13,29.22,27.3
NorthEastern,2019,3,18,31.70,37.35,9.21,2.81
Northern,2019,3,19,669.66,558.58,121.72,142.42
Western,2019,3,19,"1,267.32","1,324.23",34.47,31.03
Southern,2019,3,19,678.58,695.98,73.41,82.64
Eastern,2019,3,19,508.97,515.35,29.22,34.07
NorthEastern,2019,3,19,31.70,37.07,9.21,2.73
Northern,2019,3,20,659.45,541.64,121.72,146.7
Western,2019,3,20,"1,251.69","1,282.07",34.47,26.14
Southern,2019,3,20,678.58,713.96,73.41,76.03
Eastern,2019,3,20,508.97,517.30,29.22,36.43
NorthEastern,2019,3,20,31.70,36.66,9.21,3.09
Northern,2019,3,21,658.49,476.27,121.72,146.88
Western,2019,3,21,"1,251.69","1,125.15",34.47,20.72
Southern,2019,3,21,678.58,677.36,73.41,65.34
Eastern,2019,3,21,508.97,465.95,29.22,30.0
NorthEastern,2019,3,21,31.70,36.63,9.21,3.17
Northern,2019,3,22,658.49,495.12,121.72,143.7
Western,2019,3,22,"1,251.69","1,184.93",34.47,28.2
Southern,2019,3,22,678.58,701.80,73.41,74.16
Eastern,2019,3,22,500.87,495.87,29.22,30.09
NorthEastern,2019,3,22,31.70,37.12,9.21,3.15
Northern,2019,3,23,660.84,520.20,121.72,142.52
Western,2019,3,23,"1,251.69","1,263.81",34.47,26.0
Southern,2019,3,23,678.58,709.13,73.41,74.2
Eastern,2019,3,23,500.87,515.41,29.22,32.41
NorthEastern,2019,3,23,31.70,37.94,9.21,3.42
Northern,2019,3,24,660.84,518.01,121.72,142.28
Western,2019,3,24,"1,251.69","1,295.12",34.47,22.38
Southern,2019,3,24,678.58,667.50,73.41,66.57
Eastern,2019,3,24,500.87,517.00,29.22,30.84
NorthEastern,2019,3,24,31.70,39.07,9.21,3.1
Northern,2019,3,25,660.84,526.18,121.72,137.87
Western,2019,3,25,"1,251.69","1,337.26",34.47,25.43
Southern,2019,3,25,678.58,676.60,73.41,78.25
Eastern,2019,3,25,500.87,539.14,29.22,36.1
NorthEastern,2019,3,25,31.70,39.06,9.21,3.0
Northern,2019,3,26,669.84,528.68,121.72,141.09
Western,2019,3,26,"1,251.69","1,338.05",34.47,32.56
Southern,2019,3,26,678.58,693.39,73.41,84.57
Eastern,2019,3,26,500.87,520.41,29.22,37.19
NorthEastern,2019,3,26,31.70,37.77,9.21,3.03
Northern,2019,3,27,669.84,571.91,121.72,148.91
Western,2019,3,27,"1,251.69","1,335.04",34.47,31.17
Southern,2019,3,27,678.58,699.81,73.41,88.45
Eastern,2019,3,27,500.87,536.15,29.22,39.76
NorthEastern,2019,3,27,31.70,38.84,9.21,3.09
Northern,2019,3,28,678.07,575.34,121.72,162.7
Western,2019,3,28,"1,251.69","1,349.75",34.47,25.59
Southern,2019,3,28,678.58,693.26,73.41,89.66
Eastern,2019,3,28,500.87,548.13,29.22,42.03
NorthEastern,2019,3,28,31.70,38.19,9.21,3.24
Northern,2019,3,29,678.07,610.26,121.72,173.88
Western,2019,3,29,"1,251.69","1,325.19",34.47,29.68
Southern,2019,3,29,678.58,704.33,73.41,90.65
Eastern,2019,3,29,500.87,562.16,29.22,36.66
NorthEastern,2019,3,29,31.70,38.76,9.21,3.39
Northern,2019,3,30,678.07,626.76,121.72,180.18
Western,2019,3,30,"1,251.69","1,317.86",34.47,29.65
Southern,2019,3,30,678.58,704.90,73.41,81.71
Eastern,2019,3,30,500.87,547.65,29.22,43.52
NorthEastern,2019,3,30,31.70,39.31,9.21,2.58
Northern,2019,3,31,678.07,537.38,121.72,182.79
Western,2019,3,31,"1,251.69","1,265.35",34.47,28.45
Southern,2019,3,31,678.58,659.77,73.41,62.84
Eastern,2019,3,31,500.87,515.08,29.22,49.77
NorthEastern,2019,3,31,31.70,33.95,9.21,2.46
Northern,2019,4,1,694.44,566.18,159.92,181.17
Western,2019,4,1,"1,391.86","1,325.99",32.58,34.93
Southern,2019,4,1,666.70,668.20,76.25,78.51
Eastern,2019,4,1,526.12,492.91,44.26,47.67
NorthEastern,2019,4,1,36.46,34.88,4.92,2.79
Northern,2019,4,2,694.44,589.45,159.92,181.13
Western,2019,4,2,"1,387.86","1,363.33",32.58,28.19
Southern,2019,4,2,666.70,675.02,76.25,89.51
Eastern,2019,4,2,526.12,552.31,44.26,42.88
NorthEastern,2019,4,2,36.46,40.31,4.92,2.83
Northern,2019,4,3,691.80,587.61,159.92,195.95
Western,2019,4,3,"1,387.86","1,391.56",32.58,30.04
Southern,2019,4,3,666.70,687.85,76.25,90.42
Eastern,2019,4,3,526.12,575.35,44.26,39.92
NorthEastern,2019,4,3,36.46,32.77,4.92,4.4
Northern,2019,4,4,691.80,593.94,159.92,187.49
Western,2019,4,4,"1,387.86","1,404.63",32.58,28.08
Southern,2019,4,4,666.70,705.27,76.25,74.86
Eastern,2019,4,4,526.12,580.84,44.26,40.36
NorthEastern,2019,4,4,36.46,36.89,4.92,4.08
Northern,2019,4,5,684.12,580.72,159.92,188.76
Western,2019,4,5,"1,387.86","1,383.36",32.58,26.59
Southern,2019,4,5,666.70,685.75,76.25,67.44
Eastern,2019,4,5,526.12,567.83,44.26,37.6
NorthEastern,2019,4,5,36.46,30.93,4.92,4.05
Northern,2019,4,6,684.12,565.31,159.92,204.91
Western,2019,4,6,"1,387.86","1,365.73",32.58,26.78
Southern,2019,4,6,666.70,675.43,76.25,63.63
Eastern,2019,4,6,515.16,520.82,44.26,37.5
NorthEastern,2019,4,6,36.46,31.36,4.92,3.37
Northern,2019,4,7,684.12,505.06,159.92,206.46
Western,2019,4,7,"1,387.86","1,297.83",32.58,15.64
Southern,2019,4,7,666.70,635.79,76.25,51.8
Eastern,2019,4,7,515.16,456.77,44.26,36.31
NorthEastern,2019,4,7,36.46,28.85,4.92,3.3
Northern,2019,4,8,684.12,536.23,159.92,199.85
Western,2019,4,8,"1,387.86","1,333.81",32.58,27.77
Southern,2019,4,8,666.70,668.28,76.25,69.07
Eastern,2019,4,8,515.16,507.71,44.26,33.4
NorthEastern,2019,4,8,36.46,32.62,4.92,3.24
Northern,2019,4,9,684.16,561.94,159.92,190.1
Western,2019,4,9,"1,387.86","1,354.22",32.58,29.67
Southern,2019,4,9,666.70,670.17,76.25,69.21
Eastern,2019,4,9,515.16,509.04,44.26,40.27
NorthEastern,2019,4,9,36.46,36.98,4.92,3.05
Northern,2019,4,10,684.16,600.10,159.92,194.97
Western,2019,4,10,"1,387.86","1,388.26",32.58,33.64
Southern,2019,4,10,662.80,689.98,76.25,79.99
Eastern,2019,4,10,515.16,492.00,44.26,49.6
NorthEastern,2019,4,10,36.46,42.33,4.92,3.65
Northern,2019,4,11,698.95,621.81,159.92,202.23
Western,2019,4,11,"1,387.86","1,389.75",32.58,41.17
Southern,2019,4,11,662.80,676.23,76.25,74.63
Eastern,2019,4,11,515.16,516.40,44.26,49.5
NorthEastern,2019,4,11,36.46,43.61,4.92,3.86
Northern,2019,4,12,698.95,609.79,159.92,208.85
Western,2019,4,12,"1,387.86","1,383.52",32.58,50.03
Southern,2019,4,12,662.80,699.97,76.25,76.07
Eastern,2019,4,12,515.16,520.26,44.26,53.07
NorthEastern,2019,4,12,36.46,44.76,4.92,3.05
Northern,2019,4,13,700.17,600.55,159.92,199.5
Western,2019,4,13,"1,387.86","1,386.57",32.58,37.47
Southern,2019,4,13,662.80,679.88,76.25,78.19
Eastern,2019,4,13,515.16,531.81,44.26,46.1
NorthEastern,2019,4,13,36.46,42.15,4.92,2.99
Northern,2019,4,14,700.21,581.12,159.92,197.14
Western,2019,4,14,"1,387.86","1,360.29",32.58,25.72
Southern,2019,4,14,662.80,651.75,76.25,71.52
Eastern,2019,4,14,515.16,499.49,44.26,54.7
NorthEastern,2019,4,14,36.46,42.01,4.92,3.09
Northern,2019,4,15,697.43,584.83,159.92,194.36
Western,2019,4,15,"1,386.79","1,359.92",32.58,36.31
Southern,2019,4,15,662.80,678.68,76.25,65.85
Eastern,2019,4,15,515.16,524.77,44.26,50.42
NorthEastern,2019,4,15,36.46,41.55,4.92,4.01
Northern,2019,4,16,697.43,481.25,159.92,208.94
Western,2019,4,16,"1,386.79","1,294.81",32.58,27.54
Southern,2019,4,16,662.80,665.73,76.25,78.7
Eastern,2019,4,16,511.16,509.51,44.26,44.36
NorthEastern,2019,4,16,36.46,38.70,4.92,5.46
Northern,2019,4,17,697.43,455.21,159.92,205.12
Western,2019,4,17,"1,386.79","1,195.85",32.58,35.59
Southern,2019,4,17,662.80,666.00,76.25,69.09
Eastern,2019,4,17,511.16,473.22,44.26,54.68
NorthEastern,2019,4,17,36.46,36.05,4.92,4.1
Northern,2019,4,18,694.78,467.91,159.92,197.93
Western,2019,4,18,"1,386.79","1,264.26",32.58,42.9
Southern,2019,4,18,662.80,621.80,76.25,47.48
Eastern,2019,4,18,511.16,501.60,44.26,53.27
NorthEastern,2019,4,18,36.46,39.83,4.92,4.23
Northern,2019,4,19,694.78,504.66,159.92,187.73
Western,2019,4,19,"1,386.79","1,312.25",32.58,32.41
Southern,2019,4,19,662.80,586.89,76.25,57.69
Eastern,2019,4,19,511.16,525.69,44.26,46.71
NorthEastern,2019,4,19,36.46,40.10,4.92,4.24
Northern,2019,4,20,686.78,540.36,159.92,189.0
Western,2019,4,20,"1,386.79","1,333.10",32.58,43.82
Southern,2019,4,20,666.70,595.44,76.25,62.84
Eastern,2019,4,20,511.16,531.20,44.26,42.95
NorthEastern,2019,4,20,36.46,31.10,4.92,4.35
Northern,2019,4,21,688.88,527.08,159.92,196.97
Western,2019,4,21,"1,386.79","1,308.81",32.58,33.19
Southern,2019,4,21,677.30,560.37,76.25,51.86
Eastern,2019,4,21,511.16,510.14,44.26,39.73
NorthEastern,2019,4,21,36.46,40.15,4.92,4.3
Northern,2019,4,22,688.88,563.39,159.92,206.68
Western,2019,4,22,"1,385.69","1,347.42",32.58,41.08
Southern,2019,4,22,677.30,608.82,76.25,64.66
Eastern,2019,4,22,511.16,523.04,44.26,38.19
NorthEastern,2019,4,22,36.46,38.16,4.92,5.75
Northern,2019,4,23,688.88,574.23,159.92,235.02
Western,2019,4,23,"1,385.69","1,363.09",32.58,36.47
Southern,2019,4,23,677.30,619.98,76.25,59.74
Eastern,2019,4,23,511.16,519.06,44.26,46.29
NorthEastern,2019,4,23,36.46,39.19,4.92,5.2
Northern,2019,4,24,689.08,594.36,159.92,245.57
Western,2019,4,24,"1,385.69","1,398.37",32.58,40.65
Southern,2019,4,24,677.30,648.12,76.25,71.37
Eastern,2019,4,24,511.16,531.87,44.26,53.87
NorthEastern,2019,4,24,36.46,38.65,4.92,5.35
Northern,2019,4,25,694.08,638.18,159.92,254.31
Western,2019,4,25,"1,385.69","1,430.44",32.58,49.25
Southern,2019,4,25,677.30,659.62,76.25,74.35
